Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Cost,Price,Profit,Quantity,Sales
193,CA-2016-102281,2016-10-12 00:00:00,14/10/2016,First Class,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",902.2,471.04,-431.16,8,3768.345455
194,CA-2016-102281,2016-10-12 00:00:00,14/10/2016,First Class,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,East,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,66.14,645.71,579.57,9,5811.401092
195,CA-2016-131457,2016-10-31 00:00:00,6/11/16,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Redlands,California,92374,West,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,458.31,61.45,-396.87,9,553.032693
212,CA-2016-101007,2016-02-09 00:00:00,13/02/2016,Second Class,MS-17980,Michael Stewart,Corporate,United States,Dallas,Texas,75220,Central,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,815.59,785.13,-30.45,9,7066.209215
213,CA-2016-146262,2016-01-02 00:00:00,9/1/16,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,OFF-LA-10004544,Office Supplies,Labels,Avery 505,833.88,99.97,-733.91,11,1099.697762
214,CA-2016-146262,2016-01-02 00:00:00,9/1/16,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,947.06,156.71,-790.36,25,3917.717564
215,CA-2016-146262,2016-01-02 00:00:00,9/1/16,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,297.32,324.14,26.81,20,6482.717726
216,CA-2016-146262,2016-01-02 00:00:00,9/1/16,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,TEC-MA-10000864,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,939.77,122.05,-817.73,9,1098.423203
217,CA-2016-146262,2016-01-02 00:00:00,9/1/16,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,689.56,392.74,-296.82,4,1570.94124
220,CA-2016-169397,2016-12-24 00:00:00,27/12/2016,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,324.62,87.03,-237.59,24,2088.813228
221,CA-2016-169397,2016-12-24 00:00:00,27/12/2016,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",5.47,445.81,440.34,13,5795.547067
222,CA-2016-169397,2016-12-24 00:00:00,27/12/2016,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,128.55,458.91,330.36,22,10096.05692
223,CA-2016-169397,2016-12-24 00:00:00,27/12/2016,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",194.38,121.98,-72.39,19,2317.709635
224,CA-2016-169397,2016-12-24 00:00:00,27/12/2016,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,TEC-MA-10001148,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,177.21,185.63,8.42,4,742.531829
225,CA-2016-169397,2016-12-24 00:00:00,27/12/2016,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,546.97,428.5,-118.46,10,4285.033652
226,CA-2016-163055,2016-08-09 00:00:00,16/08/2016,Standard Class,DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227,Central,OFF-AR-10001026,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",559.37,395.71,-163.66,17,6727.097246
227,CA-2016-163055,2016-08-09 00:00:00,16/08/2016,Standard Class,DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227,Central,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,17.58,998.05,980.47,14,13972.68724
228,CA-2016-163055,2016-08-09 00:00:00,16/08/2016,Standard Class,DS-13180,David Smith,Corporate,United States,Detroit,Michigan,48227,Central,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,289.61,796.36,506.74,5,3981.777885
229,US-2016-145436,2016-02-28 00:00:00,4/3/16,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Columbia,Tennessee,38401,South,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,821.81,842.41,20.6,3,2527.23069
230,US-2016-145436,2016-02-28 00:00:00,4/3/16,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Columbia,Tennessee,38401,South,FUR-CH-10004477,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",926.87,817.9,-108.97,4,3271.589814
255,US-2016-159982,2016-11-28 00:00:00,4/12/16,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623,Central,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,796.2,588.08,-208.12,16,9409.288869
256,US-2016-159982,2016-11-28 00:00:00,4/12/16,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623,Central,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",233.72,744.68,510.95,12,8936.12655
257,US-2016-159982,2016-11-28 00:00:00,4/12/16,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623,Central,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",911.75,598.18,-313.56,21,12561.8055
258,US-2016-159982,2016-11-28 00:00:00,4/12/16,Standard Class,DR-12880,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623,Central,TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,211.31,937.46,726.16,6,5624.789873
266,CA-2016-155040,2016-11-10 00:00:00,15/11/2016,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Brentwood,California,94513,West,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,66.2,624.78,558.58,10,6247.778994
272,CA-2016-155334,2016-07-30 00:00:00,31/07/2016,First Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,214.52,331.58,117.06,11,3647.386119
273,CA-2016-155334,2016-07-30 00:00:00,31/07/2016,First Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,904.34,970,65.66,21,20369.97023
274,CA-2016-155334,2016-07-30 00:00:00,31/07/2016,First Class,HA-14920,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,119.93,521.7,401.76,5,2608.477743
281,US-2016-161991,2016-09-26 00:00:00,28/09/2016,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,379.66,123.13,-256.53,12,1477.55921
282,US-2016-161991,2016-09-26 00:00:00,28/09/2016,Second Class,SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,242.76,663.76,421,16,10620.21001
283,CA-2016-130890,2016-11-02 00:00:00,6/11/16,Standard Class,JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90004,West,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",10.66,673.41,662.75,2,1346.818012
284,CA-2016-130883,2016-09-26 00:00:00,2/10/16,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Portland,Oregon,97206,West,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,39.11,410.55,371.44,17,6979.298909
285,CA-2016-130883,2016-09-26 00:00:00,2/10/16,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Portland,Oregon,97206,West,TEC-AC-10001956,Technology,Accessories,Microsoft Arc Touch Mouse,364.19,214.22,-149.97,22,4712.898812
286,CA-2016-130883,2016-09-26 00:00:00,2/10/16,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Portland,Oregon,97206,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,664.4,430.6,-233.8,8,3444.790406
305,CA-2016-144253,2016-05-04 00:00:00,9/5/16,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,New York City,New York,10024,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,344.99,983.33,638.34,20,19666.68486
335,CA-2016-137946,2016-09-01 00:00:00,4/9/16,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,168.66,523.77,355.1,7,3666.371205
336,CA-2016-137946,2016-09-01 00:00:00,4/9/16,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,778.41,858.34,79.93,24,20600.20862
337,CA-2016-137946,2016-09-01 00:00:00,4/9/16,Second Class,DB-13615,Doug Bickford,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,676.9,78.2,-598.7,22,1720.316546
340,CA-2016-128167,2016-06-22 00:00:00,26/06/2016,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Layton,Utah,84041,West,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",189.4,798.85,609.46,4,3195.417153
345,US-2016-120712,2016-12-20 00:00:00,24/12/2016,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Austin,Texas,78745,Central,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,627.4,269.63,-357.77,8,2157.031428
379,CA-2016-130792,2016-04-28 00:00:00,5/5/16,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Houston,Texas,77095,Central,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,528.89,4.89,-523.99,9,44.05019223
380,CA-2016-130792,2016-04-28 00:00:00,5/5/16,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Houston,Texas,77095,Central,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,181.26,553.81,372.55,13,7199.583353
381,CA-2016-130792,2016-04-28 00:00:00,5/5/16,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10000309,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",125.73,58.15,-67.58,6,348.918728
384,CA-2016-125395,2016-06-26 00:00:00,29/06/2016,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Taylor,Michigan,48180,Central,TEC-AC-10004708,Technology,Accessories,Sony 32GB Class 10 Micro SDHC R40 Memory Card,146.78,782.52,635.74,8,6260.181881
385,US-2016-168935,2016-11-27 00:00:00,2/12/16,Standard Class,DO-13435,Denny Ordway,Consumer,United States,Pembroke Pines,Florida,33024,South,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",93.09,714.47,621.38,4,2857.870707
386,US-2016-168935,2016-11-27 00:00:00,2/12/16,Standard Class,DO-13435,Denny Ordway,Consumer,United States,Pembroke Pines,Florida,33024,South,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,750.61,954.19,203.57,9,8587.686303
387,CA-2016-122756,2016-12-03 00:00:00,7/12/16,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-MA-10001681,Technology,Machines,Lexmark MarkNet N8150 Wireless Print Server,835.73,46.33,-789.4,1,46.32761157
388,CA-2016-122756,2016-12-03 00:00:00,7/12/16,Standard Class,DK-13225,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,251.66,957.46,705.8,5,4787.316354
398,CA-2016-122259,2016-10-31 00:00:00,4/11/16,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Jackson,Michigan,49201,Central,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",683.34,628.37,-54.97,10,6283.69808
460,CA-2016-109638,2016-12-15 00:00:00,22/12/2016,Standard Class,JH-15985,Joseph Holt,Consumer,United States,Seattle,Washington,98115,West,OFF-AP-10002472,Office Supplies,Appliances,3M Office Air Cleaner,702.92,547.4,-155.52,22,12042.84251
